sheet,collection,sku_raw,sku_normalized,title,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,catalog_verdict,confidence,catalog_sku,catalog_handle,catalog_title,note
МОНЧЕЛСИ,Monchelsea,MNm-65-1,MNM-65-1,Стол письменный 1-тумб. 0П,84370.0,,64800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-65-3,MNM-65-3,Стол письменный 1-тумб. 0Я,92180.0,,70700.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-65-2,MNM-65-2,Стол письменный 1-тумб. П0,84370.0,,64800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-65-4,MNM-65-4,Стол письменный 1-тумб. Я0,92180.0,,70700.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-66-1,MNM-66-1,Стол письменный 2-тумб. ПП,120450.0,,92400.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-66-2,MNM-66-2,Стол письменный 2-тумб. ПЯ,128700.0,,98800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-66-3,MNM-66-3,Стол письменный 2-тумб. ЯП,128700.0,,98800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-66-4,MNM-66-4,Стол письменный 2-тумб. ЯЯ,140910.0,,108100.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-06-2,MNM-06-2,Столик туалетный без зеркала,52580.0,,40400.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-06-1,MNM-06-1,Столик  туалетный с зеркалом,58410.0,,44800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-23-1,MNM-23-1,Стул,30140.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-42-1,MNM-42-1,Тумба для телевизора,73150.0,,56100.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-42-2,MNM-42-2,Тумба для телевизора (модуль),67430.0,,51800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-08-1,MNM-08-1,Тумбочка прикроватная,27060.0,,22900.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-1,MNM-01-1,Шкаф для одежды 1-дв. (модуль/Ш/ручка слева),96690.0,,70000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-2,MNM-01-2,Шкаф для одежды 1-дв. (модуль/Ш/ручка справа),96690.0,,70000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-5,MNM-01-5,Шкаф для одежды 1-дв. (модуль/ЯП/ручка слева),133540.0,,85000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-6,MNM-01-6,Шкаф для одежды 1-дв. (модуль/ЯП/ручка справа),133540.0,,85000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-3,MNM-01-3,Шкаф для одежды 1-дв. (модуль/ЯШ/ручка слева),118030.0,,81000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-01-4,MNM-01-4,Шкаф для одежды 1-дв. (модуль/ЯШ/ручка справа),118030.0,,81000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-02-1,MNM-02-1,Шкаф для одежды 2-дв. (модуль/Ш),133430.0,,119600.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-02-3,MNM-02-3,Шкаф для одежды 2-дв. (модуль/ЯП),203720.0,,159800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-02-2,MNM-02-2,Шкаф для одежды 2-дв. (модуль/ЯШ),184800.0,,151800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-03-1,MNM-03-1,Шкаф для одежды 3-дв. (модуль/П+ЯШ+Ш),241890.0,,226000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-03-3,MNM-03-3,Шкаф для одежды 3-дв. (модуль/Ш+ЯП+Ш),217200.0,,225000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-03-2,MNM-03-2,Шкаф для одежды 3-дв. (модуль/ЯШ+П+ЯШ),271590.0,,237000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-03-4,MNM-03-4,Шкаф для одежды 3-дв. (модуль/2Ш+ЯП+Ш),238480.0,,225000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-00-1,MNM-00-1,Шкаф для одежды угловой (модуль/ручка слева),196570.0,,187000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-00-2,MNM-00-2,Шкаф для одежды угловой (модуль/ручка справа),196570.0,,187000.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-61-2,MNM-61-2,Шкаф книжный 1-дв. (модуль/ручка слева),96030.0,,67900.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-61-3,MNM-61-3,Шкаф книжный 1-дв. (модуль/ручка справа),96030.0,,67900.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-61-1,MNM-61-1,Шкаф книжный 2-дв. (модуль),167090.0,,125450.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-61-4,MNM-61-4,Шкаф книжный 3-дв. (модуль),241890.0,,193500.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-00-3,MNM-00-3,Шкаф книжный угловой ручка справа,140580.0,,135800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MNm-00-4,MNM-00-4,Шкаф книжный угловой ручка слева,140580.0,,135800.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
МОНЧЕЛСИ,Monchelsea,MN-49-1,MN-49-1,Обувница,44330.0,,28900.0,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
ВВ,Willie Winkie,55-1,WW-BODY-55-1,Банкетка малая,14080.0,,0.0,"{""motif_cat_1"": 14080.0, ""motif_cat_2"": 14080.0, ""motif_cat_3"": 14080.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,84-2,WW-BODY-84-2,Бортик к кровати большой,7920.0,,0.0,"{""motif_cat_1"": 7920.0, ""motif_cat_2"": 7920.0, ""motif_cat_3"": 7920.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,84-1,WW-BODY-84-1,Бортик к кровати малый,5940.0,,0.0,"{""motif_cat_1"": 5940.0, ""motif_cat_2"": 5940.0, ""motif_cat_3"": 5940.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,57-2,WW-BODY-57-2,Диван большой (90*190),140920.0,,0.0,"{""motif_cat_1"": 140920.0, ""motif_cat_2"": 147620.0, ""motif_cat_3"": 165110.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,57-1,WW-BODY-57-1,Диван малый (80*150),107250.0,,0.0,"{""motif_cat_1"": 107250.0, ""motif_cat_2"": 112310.0, ""motif_cat_3"": 120010.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,09-1,WW-BODY-09-1,Зеркало навесное овальное,14040.0,,9050.0,"{""motif_cat_1"": 14040.0, ""motif_cat_2"": 14080.0, ""motif_cat_3"": 14080.0, ""ldsp_cat_4"": 9050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,09-2,WW-BODY-09-2,Зеркало напольное,38060.0,,27250.0,"{""motif_cat_1"": 38060.0, ""motif_cat_2"": 38060.0, ""motif_cat_3"": 38060.0, ""ldsp_cat_4"": 27250.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,86-1,WW-BODY-86-1,Каркас для балдахина,5280.0,,0.0,"{""motif_cat_1"": 5280.0, ""motif_cat_2"": 5280.0, ""motif_cat_3"": 5280.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,05-3,WW-BODY-05-3,Комод высокий    440,113080.0,,90350.0,"{""motif_cat_1"": 113080.0, ""motif_cat_2"": 118800.0, ""motif_cat_3"": 124300.0, ""ldsp_cat_4"": 90350.0}",MATCH_WW_MOTIF_BODY,high,FA-05-3;BA-05-3;TE-05-3;RS-05-3;PA-05-3,fa-05-3;ba-05-3;te-05-3;rs-05-3;pa-05-3,Комод высокий;Комод высокий;Комод высокий;Комод высокий;Комод высокий,"One workbook body, motif category prices 1/2/3. Live SKUs: FA-05-3→cat2, BA-05-3→cat3, TE-05-3→cat3, RS-05-3→cat3, PA-05-3→cat3"
ВВ,Willie Winkie,05-4,WW-BODY-05-4,Комод высокий   560,122950.0,,97850.0,"{""motif_cat_1"": 122950.0, ""motif_cat_2"": 128920.0, ""motif_cat_3"": 134970.0, ""ldsp_cat_4"": 97850.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,05-1,WW-BODY-05-1,Комод стандартный 440,83820.0,,70380.0,"{""motif_cat_1"": 83820.0, ""motif_cat_2"": 87780.0, ""motif_cat_3"": 96360.0, ""ldsp_cat_4"": 70380.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,05-2,WW-BODY-05-2,Комод стандартный 560,93940.0,,77050.0,"{""motif_cat_1"": 93940.0, ""motif_cat_2"": 98450.0, ""motif_cat_3"": 105270.0, ""ldsp_cat_4"": 77050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,85-1,WW-BODY-85-1,Кроватка для новорожденного (60*120),110440.0,,0.0,"{""motif_cat_1"": 110440.0, ""motif_cat_2"": 115720.0, ""motif_cat_3"": 125620.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,95-1,WW-BODY-95-1,Кровать - трансформер (80*150) с рисунком,139150.0,,0.0,"{""motif_cat_1"": 139150.0, ""motif_cat_2"": 142560.0, ""motif_cat_3"": 146080.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,95-3,WW-BODY-95-3,Кровать - трансформер (80*150) с тканью,141460.0,,0.0,"{""motif_cat_1"": 141460.0, ""motif_cat_2"": 141460.0, ""motif_cat_3"": 141460.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,15-1,WW-BODY-15-1,"Кровать 1,5-сп. (120*190)",108900.0,,0.0,"{""motif_cat_1"": 108900.0, ""motif_cat_2"": 114070.0, ""motif_cat_3"": 119570.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,15-2,WW-BODY-15-2,"Кровать 1,5-сп. (120*190) с ящиками",170280.0,,0.0,"{""motif_cat_1"": 170280.0, ""motif_cat_2"": 174240.0, ""motif_cat_3"": 183920.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,14-1,WW-BODY-14-1,Кровать 1-сп. (90*190),90750.0,,0.0,"{""motif_cat_1"": 90750.0, ""motif_cat_2"": 95260.0, ""motif_cat_3"": 99770.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,14-2,WW-BODY-14-2,Кровать 1-сп. (90*190) с ящиками,137170.0,,0.0,"{""motif_cat_1"": 137170.0, ""motif_cat_2"": 143990.0, ""motif_cat_3"": 150810.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,13-1,WW-BODY-13-1,Кровать детская (80*150),87890.0,,0.0,"{""motif_cat_1"": 87890.0, ""motif_cat_2"": 92730.0, ""motif_cat_3"": 98890.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,13-2,WW-BODY-13-2,Кровать детская (80*150) с ящиками,105270.0,,0.0,"{""motif_cat_1"": 105270.0, ""motif_cat_2"": 109010.0, ""motif_cat_3"": 117370.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,69-1,WW-BODY-69-1,Полка книжная,9570.0,,0.0,"{""motif_cat_1"": 9570.0, ""motif_cat_2"": 10010.0, ""motif_cat_3"": 10450.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,62-1,WW-BODY-62-1,Стеллаж для книг   440,99390.0,,0.0,"{""motif_cat_1"": 99390.0, ""motif_cat_2"": 95370.0, ""motif_cat_3"": 100320.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,62-2,WW-BODY-62-2,Стеллаж для книг   560,109340.0,,0.0,"{""motif_cat_1"": 109340.0, ""motif_cat_2"": 111870.0, ""motif_cat_3"": 117040.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,62-3,WW-BODY-62-3,Стеллаж для книг   высокий и гл.560,118800.0,,0.0,"{""motif_cat_1"": 118800.0, ""motif_cat_2"": 121440.0, ""motif_cat_3"": 129030.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,65-1,WW-BODY-65-1,Стол письменный 1-тумб. 0П,81180.0,,55850.0,"{""motif_cat_1"": 81180.0, ""motif_cat_2"": 83270.0, ""motif_cat_3"": 85250.0, ""ldsp_cat_4"": 55850.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,65-2,WW-BODY-65-2,Стол письменный 1-тумб. П0,81180.0,,55850.0,"{""motif_cat_1"": 81180.0, ""motif_cat_2"": 83270.0, ""motif_cat_3"": 85250.0, ""ldsp_cat_4"": 55850.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,65-3,WW-BODY-65-3,Cтол письменный 1-тумб.ОЯ,90860.0,,62050.0,"{""motif_cat_1"": 90860.0, ""motif_cat_2"": 93060.0, ""motif_cat_3"": 95370.0, ""ldsp_cat_4"": 62050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,65-4,WW-BODY-65-4,Стол письменный 1-тумб.ЯО,90860.0,,62050.0,"{""motif_cat_1"": 90860.0, ""motif_cat_2"": 93060.0, ""motif_cat_3"": 95370.0, ""ldsp_cat_4"": 62050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,66-1,WW-BODY-66-1,Стол письменный 2-тумб.ПП,114400.0,,78600.0,"{""motif_cat_1"": 114400.0, ""motif_cat_2"": 117260.0, ""motif_cat_3"": 120010.0, ""ldsp_cat_4"": 78600.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,66-3,WW-BODY-66-3,Стол письменный 2-тумб.ЯП,123310.0,,84800.0,"{""motif_cat_1"": 123310.0, ""motif_cat_2"": 126390.0, ""motif_cat_3"": 129580.0, ""ldsp_cat_4"": 84800.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,66-2,WW-BODY-66-2,Стол письменный 2-тумб.ПЯ,123310.0,,84800.0,"{""motif_cat_1"": 123310.0, ""motif_cat_2"": 126390.0, ""motif_cat_3"": 129580.0, ""ldsp_cat_4"": 84800.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,66-4,WW-BODY-66-4,Стол письменный 2-тумб.ЯЯ,132990.0,,91450.0,"{""motif_cat_1"": 132990.0, ""motif_cat_2"": 136290.0, ""motif_cat_3"": 139700.0, ""ldsp_cat_4"": 91450.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,67-1,WW-BODY-67-1,Стол рабочий,85250.0,,75200.0,"{""motif_cat_1"": 85250.0, ""motif_cat_2"": 85250.0, ""motif_cat_3"": 85250.0, ""ldsp_cat_4"": 75200.0}",MATCH_WW_MOTIF_BODY,high,RL-67-1,rl-67-1,Стол рабочий,"One workbook body, motif category prices 1/2/3. Live SKUs: RL-67-1→cat1"
ВВ,Willie Winkie,64-1,WW-BODY-64-1,Стол-бюро,133760.0,,91800.0,"{""motif_cat_1"": 133760.0, ""motif_cat_2"": 136950.0, ""motif_cat_3"": 140360.0, ""ldsp_cat_4"": 91800.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,83-1,WW-BODY-83-1,Столешница пеленальная съемная,15180.0,,0.0,"{""motif_cat_1"": 15180.0, ""motif_cat_2"": 15950.0, ""motif_cat_3"": 16700.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,81-1,WW-BODY-81-1,Столик  детский,22660.0,,0.0,"{""motif_cat_1"": 22660.0, ""motif_cat_2"": 23760.0, ""motif_cat_3"": 24970.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,06-1,WW-BODY-06-1,Столик туалетный с зеркалом,59730.0,,0.0,"{""motif_cat_1"": 59730.0, ""motif_cat_2"": 62700.0, ""motif_cat_3"": 65670.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,23-1,WW-BODY-23-1,Стул,27610.0,,0.0,"{""motif_cat_1"": 27610.0, ""motif_cat_2"": 27610.0, ""motif_cat_3"": 27610.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,82-1,WW-BODY-82-1,Стульчик  детский,13310.0,,0.0,"{""motif_cat_1"": 13310.0, ""motif_cat_2"": 13750.0, ""motif_cat_3"": 14410.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,42-1,WW-BODY-42-1,Тумба для телевизора,69520.0,,61800.0,"{""motif_cat_1"": 69520.0, ""motif_cat_2"": 73150.0, ""motif_cat_3"": 76560.0, ""ldsp_cat_4"": 61800.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,08-1,WW-BODY-08-1,Тумбочка прикроватная,25510.0,,22300.0,"{""motif_cat_1"": 25510.0, ""motif_cat_2"": 27170.0, ""motif_cat_3"": 27830.0, ""ldsp_cat_4"": 22300.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,30-1,WW-BODY-30-1,Часы,11990.0,,0.0,"{""motif_cat_1"": 11990.0, ""motif_cat_2"": 11990.0, ""motif_cat_3"": 11990.0, ""ldsp_cat_4"": 0.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,01-1,WW-BODY-01-1,Шкаф для одежды 1-дв. 440 (ручка лев/прав),120670.0,,79550.0,"{""motif_cat_1"": 120670.0, ""motif_cat_2"": 126720.0, ""motif_cat_3"": 132660.0, ""ldsp_cat_4"": 79550.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,01-2,WW-BODY-01-2,Шкаф для одежды 1-дв. 560 (ручка лев/прав),133430.0,,87850.0,"{""motif_cat_1"": 133430.0, ""motif_cat_2"": 140140.0, ""motif_cat_3"": 146850.0, ""ldsp_cat_4"": 87850.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,01-3,WW-BODY-01-3,Шкаф для одежды 1-дв.(высокий)560 (ручка лев/прав),142450.0,,93800.0,"{""motif_cat_1"": 142450.0, ""motif_cat_2"": 149490.0, ""motif_cat_3"": 156750.0, ""ldsp_cat_4"": 93800.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,02-1,WW-BODY-02-1,Шкаф для одежды 2-дв. 440,148280.0,,111150.0,"{""motif_cat_1"": 148280.0, ""motif_cat_2"": 159060.0, ""motif_cat_3"": 185350.0, ""ldsp_cat_4"": 111150.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,02-2,WW-BODY-02-2,Шкаф для одежды 2-дв.560,163450.0,,121000.0,"{""motif_cat_1"": 163450.0, ""motif_cat_2"": 175340.0, ""motif_cat_3"": 201740.0, ""ldsp_cat_4"": 121000.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,02-3,WW-BODY-02-3,"Шкаф для одежды 2-дв.,высокий,560",187000.0,,132700.0,"{""motif_cat_1"": 187000.0, ""motif_cat_2"": 195800.0, ""motif_cat_3"": 221760.0, ""ldsp_cat_4"": 132700.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,03-1,WW-BODY-03-1,Шкаф для одежды 3-дв.440,207900.0,,151050.0,"{""motif_cat_1"": 207900.0, ""motif_cat_2"": 217690.0, ""motif_cat_3"": 252450.0, ""ldsp_cat_4"": 151050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,03-2,WW-BODY-03-2,Шкаф для одежды 3-дв.560,228140.0,,164050.0,"{""motif_cat_1"": 228140.0, ""motif_cat_2"": 238920.0, ""motif_cat_3"": 273900.0, ""ldsp_cat_4"": 164050.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,03-3,WW-BODY-03-3,"Шкаф для одежды 3-дв.высокий ,560",249040.0,,178000.0,"{""motif_cat_1"": 249040.0, ""motif_cat_2"": 260810.0, ""motif_cat_3"": 296340.0, ""ldsp_cat_4"": 178000.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,61-1,WW-BODY-61-1,Шкаф книжный со стеклом 440,132550.0,,88250.0,"{""motif_cat_1"": 132550.0, ""motif_cat_2"": 135520.0, ""motif_cat_3"": 138820.0, ""ldsp_cat_4"": 88250.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,61-2,WW-BODY-61-2,Шкаф книжный со стеклом 560,138600.0,,92700.0,"{""motif_cat_1"": 138600.0, ""motif_cat_2"": 141680.0, ""motif_cat_3"": 145200.0, ""ldsp_cat_4"": 92700.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
ВВ,Willie Winkie,61-3,WW-BODY-61-3,"Шкаф книжный со стеклом,высокий,560",150370.0,,100500.0,"{""motif_cat_1"": 150370.0, ""motif_cat_2"": 153780.0, ""motif_cat_3"": 157520.0, ""ldsp_cat_4"": 100500.0}",NO_CATALOG,high,,,,WW body not present as a live motif SKU (demo kids are only 05-3 ×5 and RL-67-1)
