product_id,handle,sku,collection,classification,field,old_text,new_text,status,source_facts,editorial_notes
prod_01KNTBXADDKNMB17WD6NVSNRCY,ol-07-1,OL-07-1,Oliver,CONFIGURABLE,subtitle,,Сундук Oliver с тканевой обивкой — для изножья кровати.,safe_to_rewrite,"габариты 820×450×548 мм; fabric_upholstery_labels: leona, linda, lorna, lillian",
prod_01KNTBXADDKNMB17WD6NVSNRCY,ol-07-1,OL-07-1,Oliver,CONFIGURABLE,description,,"Сундук Oliver — 82 см в длину, 45 см в глубину и 55 см в высоту, корпус с тканевой обивкой. Классическое место — у изножья кровати, где сундук завершает её силуэт. Обивка выбирается при заказе из четырёх тканей: Leona, Linda, Lorna или Lillian — можно поддержать ткань изголовья кровати Oliver или взять контраст.",safe_to_rewrite,"габариты 820×450×548 мм; fabric_upholstery_labels: leona, linda, lorna, lillian",
prod_01KNTBXADE04TT9T88M1SRC2T7,ol-08-1,OL-08-1,Oliver,CONFIGURABLE,subtitle,,"Прикроватная тумбочка Oliver — 50 см по фронту, высота 65 см.",identity_conflict,"габариты 500×455×650 мм; категория «тумбы»; конфликт: metadata.canonical_name = «Зеркало навесное овальное» при названии «Тумбочка прикроватная» — текст написан по названию и категории, конфликт зафиксирован в unresolved",canonical_name в metadata указывает на другой товар (ol-08-1-mirror); требует проверки оператором
prod_01KNTBXADE04TT9T88M1SRC2T7,ol-08-1,OL-08-1,Oliver,CONFIGURABLE,description,,"Прикроватная тумбочка Oliver: 50 см в ширину, 45,5 см в глубину, 65 см в высоту — формат посадки рядом с кроватями коллекции. Компактный корпус не мешает проходу вдоль кровати даже в небольшой спальне. В линейке есть парная версия с дверкой, если открытое хранение не подходит.",identity_conflict,"габариты 500×455×650 мм; категория «тумбы»; конфликт: metadata.canonical_name = «Зеркало навесное овальное» при названии «Тумбочка прикроватная» — текст написан по названию и категории, конфликт зафиксирован в unresolved",canonical_name в metadata указывает на другой товар (ol-08-1-mirror); требует проверки оператором
prod_01KNTBXADE4BY5ASV1EEQ9SQHZ,ol-08-1-mirror,OL-08-1-MIR,Oliver,CONFIGURABLE,subtitle,,Овальное навесное зеркало Oliver — мягкая форма для спальни или прихожей.,identity_conflict,"овальная форма — из названия; конфликт: в metadata записаны габариты и категория прикроватной тумбочки (500×455×650, «тумбы») — размеры в тексте не указаны, конфликт зафиксирован в unresolved",габариты зеркала в данных отсутствуют (продублированы от тумбочки) — в тексте не упоминаются
prod_01KNTBXADE4BY5ASV1EEQ9SQHZ,ol-08-1-mirror,OL-08-1-MIR,Oliver,CONFIGURABLE,description,,"Навесное зеркало Oliver с овальным полотном — редкая в коллекции мягкая форма среди прямоугольных корпусов, за счёт чего оно смягчает композицию стены. Естественное место — над комодом или туалетным столиком Oliver, где овал уравновешивает прямые линии столешницы.",identity_conflict,"овальная форма — из названия; конфликт: в metadata записаны габариты и категория прикроватной тумбочки (500×455×650, «тумбы») — размеры в тексте не указаны, конфликт зафиксирован в unresolved",габариты зеркала в данных отсутствуют (продублированы от тумбочки) — в тексте не упоминаются
prod_01KNTBXADECY5WKNET16F2ET5W,ol-08-2,OL-08-2,Oliver,CONFIGURABLE,title,Тумбочка прикроватная  с дверкой (руч.лев/пр),Тумбочка прикроватная с дверкой (ручка слева/справа),safe_to_rewrite,габариты 500×455×650 мм; дверка и выбор стороны — из названия; парная модель ol-08-1 — по каталогу,
prod_01KNTBXADECY5WKNET16F2ET5W,ol-08-2,OL-08-2,Oliver,CONFIGURABLE,subtitle,,Прикроватная тумбочка Oliver с дверкой — закрытое хранение у изголовья.,safe_to_rewrite,габариты 500×455×650 мм; дверка и выбор стороны — из названия; парная модель ol-08-1 — по каталогу,
prod_01KNTBXADECY5WKNET16F2ET5W,ol-08-2,OL-08-2,Oliver,CONFIGURABLE,description,,"Версия прикроватной тумбочки Oliver с дверкой вместо открытой ниши: те же 50 × 45,5 см при высоте 65 см, но всё содержимое скрыто за фасадом. Сторона навески дверки выбирается при заказе — левая или правая, — поэтому пара тумбочек по обе стороны кровати открывается зеркально, «от кровати».",safe_to_rewrite,габариты 500×455×650 мм; дверка и выбор стороны — из названия; парная модель ol-08-1 — по каталогу,
prod_01KNTBXADFZ5RFACJQDNSGM6D2,ol-09-2,OL-09-2,Oliver,CONFIGURABLE,subtitle,,"Напольное зеркало Oliver в рост — 66 × 159 см, не требует сверления стен.",safe_to_rewrite,габариты 664×484×1586 мм; напольный формат — из названия,
prod_01KNTBXADFZ5RFACJQDNSGM6D2,ol-09-2,OL-09-2,Oliver,CONFIGURABLE,description,,Напольное зеркало Oliver высотой 159 см показывает отражение в полный рост и при этом не привязано к стене — его можно переставлять по комнате вслед за светом или перестановкой. Основание глубиной 48 см держит зеркало устойчиво. Логичное дополнение к шкафам линейки без зеркальных дверец.,safe_to_rewrite,габариты 664×484×1586 мм; напольный формат — из названия,
prod_01KNTBXADFFPGAVHK024D20MEQ,ol-14-1,OL-14-1,Oliver,CONFIGURABLE,title,Кровать 1-сп. (90*190),Кровать 1-сп. (90×190),safe_to_rewrite,"габариты 990×2030×1150 мм; матрас 90×190 — из названия; fabric_upholstery_labels: Lorna, Lilian; версия без изножья (ol-14-2) — по каталогу",
prod_01KNTBXADFFPGAVHK024D20MEQ,ol-14-1,OL-14-1,Oliver,CONFIGURABLE,subtitle,,Односпальная кровать Oliver под матрас 90 × 190 см с тканевым изголовьем.,safe_to_rewrite,"габариты 990×2030×1150 мм; матрас 90×190 — из названия; fabric_upholstery_labels: Lorna, Lilian; версия без изножья (ol-14-2) — по каталогу",
prod_01KNTBXADFFPGAVHK024D20MEQ,ol-14-1,OL-14-1,Oliver,CONFIGURABLE,description,,"Односпальная кровать Oliver под матрас 90 × 190 см: ширина корпуса 99 см, длина 203 см, высокое изголовье 115 см. Обивка выбирается из двух тканей — Lorna или Lillian, — за счёт чего даже компактная кровать выглядит законченным предметом, а не времянкой. Формат для детской, подростковой или гостевой комнаты; есть версия без изножья, если проход вдоль кровати совсем узкий.",safe_to_rewrite,"габариты 990×2030×1150 мм; матрас 90×190 — из названия; fabric_upholstery_labels: Lorna, Lilian; версия без изножья (ol-14-2) — по каталогу",
prod_01KNTBXADFNYAQGPEQKCM4NPZE,ol-14-2,OL-14-2,Oliver,CONFIGURABLE,title,Кровать 1-сп. (90*190) без изножья,Кровать 1-сп. (90×190) без изножья,safe_to_rewrite,"габариты 990×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADFNYAQGPEQKCM4NPZE,ol-14-2,OL-14-2,Oliver,CONFIGURABLE,subtitle,,Односпальная кровать Oliver без изножья — открытый край экономит место в узкой комнате.,safe_to_rewrite,"габариты 990×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADFNYAQGPEQKCM4NPZE,ol-14-2,OL-14-2,Oliver,CONFIGURABLE,description,,"Та же односпальная кровать Oliver под матрас 90 × 190 см, но без изножья: открытый нижний край упрощает уборку, не бьёт по ногам в тесном проходе и зрительно укорачивает кровать. Корпус 99 × 203 см, изголовье высотой 115 см с обивкой на выбор — ткань Lorna или Lillian.",safe_to_rewrite,"габариты 990×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADF36E724RQTW6Z73B0,ol-15-1,OL-15-1,Oliver,CONFIGURABLE,title,"Кровать 1,5-сп. (120*190)","Кровать 1,5-сп. (120×190)",safe_to_rewrite,габариты 1290×2030×1150 мм; матрас 120×190 — из названия; линейка кроватей Oliver — по каталогу,
prod_01KNTBXADF36E724RQTW6Z73B0,ol-15-1,OL-15-1,Oliver,CONFIGURABLE,subtitle,,Полуторная кровать Oliver под матрас 120 × 190 см.,safe_to_rewrite,габариты 1290×2030×1150 мм; матрас 120×190 — из названия; линейка кроватей Oliver — по каталогу,
prod_01KNTBXADF36E724RQTW6Z73B0,ol-15-1,OL-15-1,Oliver,CONFIGURABLE,description,,"Полуторная кровать Oliver под матрас 120 × 190 см — формат для одного человека, которому нужен запас ширины. Корпус 129 см в ширину и 203 см в длину, изголовье поднято на 115 см и держит кровать главным предметом комнаты. Промежуточное звено линейки между односпальной и двуспальными моделями; есть парная версия без изножья.",safe_to_rewrite,габариты 1290×2030×1150 мм; матрас 120×190 — из названия; линейка кроватей Oliver — по каталогу,
prod_01KNTBXADG6TFW8WB9SPQ4JTGD,ol-15-2,OL-15-2,Oliver,CONFIGURABLE,title,"Кровать 1,5-сп. (120*190) без изножья","Кровать 1,5-сп. (120×190) без изножья",safe_to_rewrite,габариты 1290×2030×1150 мм; без изножья — из названия,
prod_01KNTBXADG6TFW8WB9SPQ4JTGD,ol-15-2,OL-15-2,Oliver,CONFIGURABLE,subtitle,,"Полуторная кровать Oliver без изножья — легче силуэт, свободнее проход.",safe_to_rewrite,габариты 1290×2030×1150 мм; без изножья — из названия,
prod_01KNTBXADG6TFW8WB9SPQ4JTGD,ol-15-2,OL-15-2,Oliver,CONFIGURABLE,description,,"Версия полуторной кровати Oliver без изножья: матрас 120 × 190 см, корпус 129 × 203 см, изголовье 115 см. Открытый нижний край делает силуэт легче и освобождает проход — в комнате, где кровать стоит изножьем к двери или шкафу, это ощутимая разница.",safe_to_rewrite,габариты 1290×2030×1150 мм; без изножья — из названия,
prod_01KNTBXADGPHKZEWKKT477WNR7,ol-16-1,OL-16-1,Oliver,CONFIGURABLE,title,"Кровать 1,5-сп. (140*190)","Кровать 1,5-сп. (140×190)",safe_to_rewrite,"габариты 1490×2030×1150 мм; матрас 140×190 — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADGPHKZEWKKT477WNR7,ol-16-1,OL-16-1,Oliver,CONFIGURABLE,subtitle,,Кровать Oliver под матрас 140 × 190 см — компактный двуспальный формат.,safe_to_rewrite,"габариты 1490×2030×1150 мм; матрас 140×190 — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADGPHKZEWKKT477WNR7,ol-16-1,OL-16-1,Oliver,CONFIGURABLE,description,,"Кровать Oliver под матрас 140 × 190 см — самый компактный формат, на котором уже спят вдвоём. Корпус 149 × 203 см, высокое изголовье 115 см с тканевой обивкой — Lorna или Lillian на выбор. Подходит для спальни, где полноразмерная двуспальная кровать съела бы весь проход.",safe_to_rewrite,"габариты 1490×2030×1150 мм; матрас 140×190 — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADGH3EK5BM3RAZ2Z7KT,ol-16-2,OL-16-2,Oliver,CONFIGURABLE,title,"Кровать 1,5-сп. (140*190) без изножья","Кровать 1,5-сп. (140×190) без изножья",safe_to_rewrite,"габариты 1490×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADGH3EK5BM3RAZ2Z7KT,ol-16-2,OL-16-2,Oliver,CONFIGURABLE,subtitle,,Кровать 140 × 190 см без изножья — двуспальный формат для небольшой комнаты.,safe_to_rewrite,"габариты 1490×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADGH3EK5BM3RAZ2Z7KT,ol-16-2,OL-16-2,Oliver,CONFIGURABLE,description,,Кровать Oliver под матрас 140 × 190 см в версии без изножья. Открытый край убирает визуальную границу в ногах и оставляет свободным проход — для небольшой спальни это способ получить двуспальный формат без ощущения тесноты. Изголовье высотой 115 см обивается тканью Lorna или Lillian.,safe_to_rewrite,"габариты 1490×2030×1150 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADHWB8K6BN1ZBM7WEWG,ol-17-1,OL-17-1,Oliver,CONFIGURABLE,title,Кровать 2-сп. (160*200),Кровать 2-сп. (160×200),safe_to_rewrite,"габариты 1690×2130×1180 мм; матрас 160×200 — из названия; fabric_upholstery_labels: lorna, lillian; линейка — по каталогу",
prod_01KNTBXADHWB8K6BN1ZBM7WEWG,ol-17-1,OL-17-1,Oliver,CONFIGURABLE,subtitle,,Двуспальная кровать Oliver 160 × 200 см — основной формат линейки.,safe_to_rewrite,"габариты 1690×2130×1180 мм; матрас 160×200 — из названия; fabric_upholstery_labels: lorna, lillian; линейка — по каталогу",
prod_01KNTBXADHWB8K6BN1ZBM7WEWG,ol-17-1,OL-17-1,Oliver,CONFIGURABLE,description,,"Основная двуспальная кровать Oliver: матрас 160 × 200 см, корпус 169 × 213 см, изголовье высотой 118 см. Высокое тканевое изголовье — Lorna или Lillian на выбор — собирает спальню вокруг кровати и делает удобной посадку с книгой. Вокруг этого формата строится остальная линейка: версия без изножья, версия с подъёмным механизмом и широкая 180 × 200 см.",safe_to_rewrite,"габариты 1690×2130×1180 мм; матрас 160×200 — из названия; fabric_upholstery_labels: lorna, lillian; линейка — по каталогу",
prod_01KNTBXADHZ2MG5CDS4EAVG1RJ,ol-17-2,OL-17-2,Oliver,CONFIGURABLE,title,Кровать 2-сп. (160*200) без изножья,Кровать 2-сп. (160×200) без изножья,safe_to_rewrite,"габариты 1690×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADHZ2MG5CDS4EAVG1RJ,ol-17-2,OL-17-2,Oliver,CONFIGURABLE,subtitle,,"Двуспальная кровать 160 × 200 см без изножья — открытый край, свободный проход.",safe_to_rewrite,"габариты 1690×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADHZ2MG5CDS4EAVG1RJ,ol-17-2,OL-17-2,Oliver,CONFIGURABLE,description,,"Двуспальная кровать Oliver 160 × 200 см без изножья: корпус 169 × 213 см, изголовье 118 см с обивкой Lorna или Lillian. Вариант для спальни, где в ногах кровати проходит основной маршрут — открытый край не цепляет и зрительно освобождает центр комнаты.",safe_to_rewrite,"габариты 1690×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADH2J4J6TDA5AHYNVV7,ol-17-3,OL-17-3,Oliver,CONFIGURABLE,title,Кровать 2-сп. (160*200) с подъемн.мех-змом,Кровать 2-сп. (160×200) с подъёмным механизмом,safe_to_rewrite,"габариты 1690×2130×1180 мм; подъёмный механизм — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADH2J4J6TDA5AHYNVV7,ol-17-3,OL-17-3,Oliver,CONFIGURABLE,subtitle,,Двуспальная кровать 160 × 200 см с подъёмным механизмом и местом для хранения под матрасом.,safe_to_rewrite,"габариты 1690×2130×1180 мм; подъёмный механизм — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADH2J4J6TDA5AHYNVV7,ol-17-3,OL-17-3,Oliver,CONFIGURABLE,description,,"Двуспальная кровать Oliver 160 × 200 см с подъёмным механизмом: основание с матрасом поднимается, открывая место для хранения под матрасом. Габариты корпуса — 169 × 213 см. Изголовье высотой 118 см, обивка — Lorna или Lillian.",safe_to_rewrite,"габариты 1690×2130×1180 мм; подъёмный механизм — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADHE1YFJS2VEPCRJJBN,ol-18-1,OL-18-1,Oliver,CONFIGURABLE,title,Кровать 2-сп. (180*200),Кровать 2-сп. (180×200),safe_to_rewrite,"габариты 1890×2130×1180 мм; матрас 180×200 — из названия; fabric_upholstery_labels: lorna, lillian; тумбочки — по каталогу",
prod_01KNTBXADHE1YFJS2VEPCRJJBN,ol-18-1,OL-18-1,Oliver,CONFIGURABLE,subtitle,,Широкая двуспальная кровать Oliver — матрас 180 × 200 см.,safe_to_rewrite,"габариты 1890×2130×1180 мм; матрас 180×200 — из названия; fabric_upholstery_labels: lorna, lillian; тумбочки — по каталогу",
prod_01KNTBXADHE1YFJS2VEPCRJJBN,ol-18-1,OL-18-1,Oliver,CONFIGURABLE,description,,"Самая широкая кровать Oliver: матрас 180 × 200 см, корпус 189 × 213 см. Формат для просторной спальни — вдвоём на таком матрасе не делят территорию. Изголовье высотой 118 см с тканевой обивкой Lorna или Lillian удерживает пропорции даже при такой ширине; в пару подойдут прикроватные тумбочки линейки.",safe_to_rewrite,"габариты 1890×2130×1180 мм; матрас 180×200 — из названия; fabric_upholstery_labels: lorna, lillian; тумбочки — по каталогу",
prod_01KNTBXADJ9A2N7GQFHZ4JTGD8,ol-18-2,OL-18-2,Oliver,CONFIGURABLE,title,Кровать 2-сп. (180*200) без изножья,Кровать 2-сп. (180×200) без изножья,safe_to_rewrite,"габариты 1890×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADJ9A2N7GQFHZ4JTGD8,ol-18-2,OL-18-2,Oliver,CONFIGURABLE,subtitle,,Кровать 180 × 200 см без изножья — максимальная ширина при облегчённом силуэте.,safe_to_rewrite,"габариты 1890×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADJ9A2N7GQFHZ4JTGD8,ol-18-2,OL-18-2,Oliver,CONFIGURABLE,description,,"Широкая двуспальная кровать Oliver 180 × 200 см в версии без изножья. При корпусе почти два метра шириной открытый нижний край важен вдвойне: он не даёт кровати превратиться в закрытый «короб» и сохраняет проход. Изголовье 118 см, обивка на выбор — Lorna или Lillian.",safe_to_rewrite,"габариты 1890×2130×1180 мм; без изножья — из названия; fabric_upholstery_labels: lorna, lillian",
prod_01KNTBXADJNM2C7N1WJDACRGR2,ol-21-1,OL-21-1,Oliver,CONFIGURABLE,subtitle,,Раздвижной обеденный стол Oliver — 194 см столешницы для семьи и гостей.,safe_to_rewrite,габариты 1940×1000×780 мм; раздвижной — из названия; стулья ol-23-1 — по каталогу,
prod_01KNTBXADJNM2C7N1WJDACRGR2,ol-21-1,OL-21-1,Oliver,CONFIGURABLE,description,,Обеденный стол Oliver с раздвижной столешницей: в разложенном виде 194 × 100 см — за таким столом свободно рассаживается большая семья с гостями. Механизм раскладки позволяет держать стол компактнее в будни и раскрывать его по случаю. Высота — стандартные 78 см; стулья Oliver с обивкой на выбор продолжают комплект.,safe_to_rewrite,габариты 1940×1000×780 мм; раздвижной — из названия; стулья ol-23-1 — по каталогу,
prod_01KNTBXADJHD78QK7PQ1FM260H,ol-23-1,OL-23-1,Oliver,CONFIGURABLE,subtitle,,Стул Oliver с обивкой на выбор из пяти тканей.,safe_to_rewrite,"габариты 480×460×905 мм; fabric_upholstery_labels: leona, linda, lorna, torno, lillian; стол ol-21-1 — по каталогу",
prod_01KNTBXADJHD78QK7PQ1FM260H,ol-23-1,OL-23-1,Oliver,CONFIGURABLE,description,,"Стул Oliver — 48 × 46 см в плане, высота по спинке 90,5 см. Обивка выбирается из пяти тканей: Leona, Linda, Lorna, Torno или Lillian, поэтому комплект стульев можно собрать и строго в тон, и с намеренным разнобоем. Естественная пара — раздвижной обеденный стол коллекции.",safe_to_rewrite,"габариты 480×460×905 мм; fabric_upholstery_labels: leona, linda, lorna, torno, lillian; стол ol-21-1 — по каталогу",
prod_01KNTBXADK9SGFKMJV82MA9F4S,ol-25-1,OL-25-1,Oliver,CONFIGURABLE,subtitle,,"Столовый комод Oliver — 169 см по фронту, буфетная база для посуды и текстиля.",safe_to_rewrite,габариты 1686×550×940 мм; «столовый» — из названия; часы/зеркала в коллекции — по каталогу,
prod_01KNTBXADK9SGFKMJV82MA9F4S,ol-25-1,OL-25-1,Oliver,CONFIGURABLE,description,,"Столовый комод Oliver — низкий и длинный: 169 см по фронту при высоте 94 см. В столовой он работает буфетной базой: внутри — посуда и скатерти, столешница — место сервировки и подачи. Формат перекликается с широким спальным комодом линейки, но рассчитан на столовую зону; над ним хорошо встают часы или зеркало Oliver.",safe_to_rewrite,габариты 1686×550×940 мм; «столовый» — из названия; часы/зеркала в коллекции — по каталогу,
prod_01KNTBXADM9PT13B1VAYEPXEHE,ol-26-1,OL-26-1,Oliver,CONFIGURABLE,subtitle,,"Буфетный шкаф Oliver со стеклом и филёнками — витрина сверху, закрытое хранение снизу.",safe_to_rewrite,габариты 1000×520×2110 мм; стекло и филёнки — из названия,
prod_01KNTBXADM9PT13B1VAYEPXEHE,ol-26-1,OL-26-1,Oliver,CONFIGURABLE,description,,"Буфетный шкаф Oliver высотой 211 см сочетает два режима хранения: застеклённая часть показывает посуду и стекло, глухие филёнчатые фасады скрывают всё остальное. Корпус 100 × 52 см достаточно глубок для крупной посуды. Филёнки — фирменная пластика фасадов коллекции: они дают фронту рельеф и тень, без которых высокий шкаф выглядел бы плоским.",safe_to_rewrite,габариты 1000×520×2110 мм; стекло и филёнки — из названия,
prod_01KNTBXADN9KCCPKCH27V1RRBF,ol-26-2,OL-26-2,Oliver,CONFIGURABLE,subtitle,,Шкаф-витрина Oliver — 211 см застеклённого хранения для посуды и коллекций.,safe_to_rewrite,габариты 1030×430×2110 мм; витрина — из названия; сравнение с ol-26-1 — по каталогу,
prod_01KNTBXADN9KCCPKCH27V1RRBF,ol-26-2,OL-26-2,Oliver,CONFIGURABLE,description,,"Шкаф-витрина Oliver: 103 см по фронту, 43 см в глубину, 211 см в высоту. В отличие от буфетного шкафа линейки, витрина отдаёт стеклу практически весь фронт — это предмет для того, что хочется показывать: сервизов, стекла, коллекций. Сравнительно небольшая глубина не даёт высокому корпусу давить на комнату.",safe_to_rewrite,габариты 1030×430×2110 мм; витрина — из названия; сравнение с ol-26-1 — по каталогу,
prod_01KNTBXADP6726CTE85A445K6N,ol-30-1,OL-30-1,Oliver,STANDARD,subtitle,,"Часы Oliver — 30 × 42 см, корпус глубиной меньше 4 см.",safe_to_rewrite,габариты 299×36×416 мм; STANDARD — классификация; место в коллекции — по каталогу,
prod_01KNTBXADP6726CTE85A445K6N,ol-30-1,OL-30-1,Oliver,STANDARD,description,,"Часы Oliver в деревянном корпусе 30 × 42 см при глубине всего 3,6 см. Это готовый предмет без вариантов исполнения — та деталь, которая связывает большую мебель коллекции в законченную комнату: над столовым комодом, письменным столом или консолью. Вертикальный формат корпуса повторяет пропорции фасадов Oliver.",safe_to_rewrite,габариты 299×36×416 мм; STANDARD — классификация; место в коллекции — по каталогу,
prod_01KNTBXADQK0E63VFJ0KQPKRVX,ol-42-1,OL-42-1,Oliver,CONFIGURABLE,subtitle,,"ТВ-тумба Oliver — 122 см, низкая посадка под экран.",safe_to_rewrite,габариты 1220×470×530 мм; диван/кресло Oliver — по каталогу,
prod_01KNTBXADQK0E63VFJ0KQPKRVX,ol-42-1,OL-42-1,Oliver,CONFIGURABLE,description,,"Тумба Oliver под телевизор: 122 см в ширину, 47 см в глубину, 53 см в высоту. Низкая посадка оставляет экран на правильной высоте для просмотра с дивана, а корпус вмещает приставки и всё сопутствующее. Выдержана в общем характере коллекции, поэтому гостиная с диваном и креслом Oliver собирается в цельную комнату.",safe_to_rewrite,габариты 1220×470×530 мм; диван/кресло Oliver — по каталогу,
prod_01KNTBXADQK9VZ1N1X6CVH02J8,ol-43-1,OL-43-1,Oliver,CONFIGURABLE,title,Столик чайный  круглый,Столик чайный круглый,safe_to_rewrite,габариты 600×600×750 мм; круглый — из названия,
prod_01KNTBXADQK9VZ1N1X6CVH02J8,ol-43-1,OL-43-1,Oliver,CONFIGURABLE,subtitle,,Круглый чайный столик Oliver — 60 см диаметра у кресла или дивана.,safe_to_rewrite,габариты 600×600×750 мм; круглый — из названия,
prod_01KNTBXADQK9VZ1N1X6CVH02J8,ol-43-1,OL-43-1,Oliver,CONFIGURABLE,description,,"Круглый чайный столик Oliver диаметром 60 см и высотой 75 см. Круглая столешница без углов удобна в центре мягкой зоны — вокруг неё свободно двигаются, а чашке и книге места достаточно. Лёгкий предмет, который не требует планировки: его просто подвигают туда, где сейчас сидят.",safe_to_rewrite,габариты 600×600×750 мм; круглый — из названия,
prod_01KNTBXADR7DXSVHCM6Q99129G,ol-44-1,OL-44-1,Oliver,CONFIGURABLE,subtitle,,"Консоль Oliver — 100 см при глубине 35 см, поверхность для узких мест.",safe_to_rewrite,габариты 1000×350×800 мм,
prod_01KNTBXADR7DXSVHCM6Q99129G,ol-44-1,OL-44-1,Oliver,CONFIGURABLE,description,,"Консоль Oliver: 100 см в длину при глубине всего 35 см и высоте 80 см. Предмет для мест, куда стол не встаёт, — прихожей, простенка, стены коридора: ключи, почта, лампа, цветы. Узкий корпус не мешает проходу, а высота 80 см удобна для пользования стоя.",safe_to_rewrite,габариты 1000×350×800 мм,
prod_01KNTBXADRDXMGB8JRMAB1JHPS,ol-44-2,OL-44-2,Oliver,CONFIGURABLE,subtitle,,"Консоль Oliver с полками — узкая поверхность плюс открытое хранение, 126 см.",safe_to_rewrite,габариты 1260×355×940 мм; полки — из названия,
prod_01KNTBXADRDXMGB8JRMAB1JHPS,ol-44-2,OL-44-2,Oliver,CONFIGURABLE,description,,"Расширенная версия консоли Oliver: 126 см в длину, глубина 35,5 см, высота 94 см — с открытыми полками под столешницей. Полки превращают консоль из «поверхности для ключей» в маленькую библиотеку или витрину прихожей, не прибавляя глубины. Хороший способ занять узкую стену осмысленно.",safe_to_rewrite,габариты 1260×355×940 мм; полки — из названия,
prod_01KNTBXADSNY1JKR33SC2FRJX5,ol-55-1,OL-55-1,Oliver,CONFIGURABLE,subtitle,,"Малая банкетка Oliver — 42 см, мягкое сиденье с обивкой на выбор из трёх тканей.",safe_to_rewrite,"габариты 420×350×440 мм; fabric_upholstery_labels: leona, lorna, torno; туалетный столик ol-06-1 — по каталогу",
prod_01KNTBXADSNY1JKR33SC2FRJX5,ol-55-1,OL-55-1,Oliver,CONFIGURABLE,description,,"Малая банкетка Oliver — 42 × 35 см при высоте 44 см: компактное мягкое сиденье к туалетному столику или в изголовье прихожей. Обивка выбирается из трёх тканей — Leona, Lorna или Torno, — так что банкетку легко увязать с кроватью или сундуком коллекции. Лёгкая и переставляемая: её место там, где сейчас нужно присесть.",safe_to_rewrite,"габариты 420×350×440 мм; fabric_upholstery_labels: leona, lorna, torno; туалетный столик ol-06-1 — по каталогу",
prod_01KNTBXADSBJMRQ63HAENWJ880,ol-55-2,OL-55-2,Oliver,CONFIGURABLE,subtitle,,"Большая банкетка Oliver — 97 см, скамья к изножью кровати.",safe_to_rewrite,габариты 970×350×415 мм; парная модель ol-55-1 — по каталогу,
prod_01KNTBXADSBJMRQ63HAENWJ880,ol-55-2,OL-55-2,Oliver,CONFIGURABLE,description,,"Большая банкетка Oliver длиной 97 см при глубине 35 см и высоте сиденья 41,5 см. Классическое место — у изножья кровати: на неё кладут плед и одежду, на неё же садятся обуваться. Узкая посадка не крадёт проход. Парная малая банкетка того же характера работает у туалетного столика.",safe_to_rewrite,габариты 970×350×415 мм; парная модель ol-55-1 — по каталогу,
prod_01KNTBXADV8375RHNBHRQMXQ87,ol-56-1,OL-56-1,Oliver,CONFIGURABLE,subtitle,,"Кресло Oliver — 81 см по фронту, тканевая обивка Lillian.",safe_to_rewrite,габариты 810×710×850 мм; finish_color_labels: lillian; диваны ol-57-* — по каталогу,
prod_01KNTBXADV8375RHNBHRQMXQ87,ol-56-1,OL-56-1,Oliver,CONFIGURABLE,description,,"Кресло Oliver: 81 см в ширину, 71 см в глубину, спинка 85 см. Полноразмерное посадочное место — для чтения у окна или как пара к дивану линейки. Обивка — ткань Lillian, та же, что используется на диванах Oliver, поэтому мягкая группа собирается в один ансамбль без подбора.",safe_to_rewrite,габариты 810×710×850 мм; finish_color_labels: lillian; диваны ol-57-* — по каталогу,
prod_01KNTBXADVZVCXPHMZ1K8VZAJS,ol-57-1,OL-57-1,Oliver,CONFIGURABLE,subtitle,,"Малый диван Oliver — 163 см, формат на двоих.",safe_to_rewrite,"габариты 1630×914×932 мм; finish_color_labels: lilian; линейка ol-56-1, ol-57-2 — по каталогу",
